##Databases: KEGG DISEASE, OMIM, NHGRI GWAS Catalog
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Allergies and autoimmune diseases	KEGG DISEASE		12	85	4.3782104661e-07	2.42791671302e-05	1234|4283|6352|83737|3565|114548|1235|3569|929|729230|1401|5133	None
Type 2 diabetes	NHGRI GWAS Catalog		17	183	4.79627805311e-07	2.43810801033e-05	23314|604|3667|5629|7088|302|3694|2115|430|8549|688|2152|10253|6480|51741|26018|94241	None
@@Type 1 diabetes	NHGRI GWAS Catalog		5	69	0.0148803565907	0.0764443337295	246778|5443|55384|5781|5588	None
@@Diabetes	KEGG DISEASE		3	63	0.138239853287	0.241047397301	6648|9451|5588	None
Other congenital disorders	KEGG DISEASE		27	462	1.67513446878e-06	7.86024635352e-05	81839|595|2719|283120|627|7015|4000|7249|7248|429|93986|4591|5781|9421|5295|60529|4771|4838|2332|59|6299|6658|2316|3209|6657|2736|7428	None
Cancers of the breast and female genital organs	KEGG DISEASE		7	24	1.82994641784e-06	7.97333796345e-05	4312|1026|595|208|4193|672|5925	None
Cardiovascular diseases	KEGG DISEASE		20	284	2.80311380316e-06	0.000113993294662	2623|5054|4854|59|2627|718|861|2303|4878|7249|7248|2147|4000|5921|6901|2821|4633|7015|7048|7428	None
Height	NHGRI GWAS Catalog		26	484	1.06965198278e-05	0.000407804818436	2736|595|9451|10253|5274|2202|79727|4067|4925|3479|8614|654|2688|25942|9686|6586|23135|222663|4052|100507436|51232|5443|860|11149|829|7145	None
Non-small cell lung cancer	KEGG DISEASE	H00014	5	12	1.42025837245e-05	0.00050962212188	5915|11186|238|6098|27436	http://www.genome.jp/dbget-bin/www_bget?H00014
Cancers of the urinary system and male genital organs	KEGG DISEASE		7	37	2.13998215569e-05	0.000725216174984	894|4193|5925|2078|11186|2115|7428	None
Prostate cancer	NHGRI GWAS Catalog		19	307	2.70321529212e-05	0.000838051607287	2309|57326|100302242|2100|4317|6498|4194|6464|5584|574447|3856|8614|688|10481|196475|4855|7015|8405|51684	None
@@Prostate cancer	OMIM	176807	2	12	0.0296090016438	0.110983332845	3092|3732	http://omim.org/entry/176807
@@Prostate cancer	KEGG DISEASE	H00024	2	13	0.0337298208249	0.121030533548	2078|2115	http://www.genome.jp/dbget-bin/www_bget?H00024
Retinoblastoma	KEGG DISEASE	H01513	4	6	2.74771018783e-05	0.000838051607287	5925|4194|4193|1009	http://www.genome.jp/dbget-bin/www_bget?H01513
Skin and soft tissue diseases	KEGG DISEASE		14	183	3.66828943503e-05	0.00101711661608	977|8517|6352|1235|4000|208|3872|2706|55612|3918|51684|9420|284119|4792	None
Skin diseases	KEGG DISEASE		14	183	3.66828943503e-05	0.00101711661608	977|8517|6352|1235|4000|208|3872|2706|55612|3918|51684|9420|284119|4792	None
Vascular diseases	KEGG DISEASE		7	44	5.74483134597e-05	0.00152362918306	59|2303|7249|7248|5921|4854|7048	None
Psoriasis	NHGRI GWAS Catalog		8	64	8.05840026357e-05	0.00204817673366	3565|861|284119|7248|51561|2113|57144|4792	None
Allergic rhinitis	KEGG DISEASE	H01360	5	19	8.71122544569e-05	0.00209467815971	1234|4283|6352|729230|929	http://www.genome.jp/dbget-bin/www_bget?H01360
Migraine - clinic-based	NHGRI GWAS Catalog		4	9	8.92813641842e-05	0.00209467815971	79054|55966|4209|7048	None
Nervous system diseases	KEGG DISEASE		27	589	9.81585386533e-05	0.00221765587328	5159|5133|5274|2202|1545|7078|1969|4000|6513|7099|57167|7415|4988|283|718|2705|2706|2103|64218|407053|79977|2316|2896|83394|6310|1410|51741	None
Depressive symptoms (SSRI exposure interaction)	NHGRI GWAS Catalog		4	10	0.000123064328941	0.00268104430907	64400|55742|2492|6097	None
Thiazide-induced adverse metabolic effects in hypertensive patients	NHGRI GWAS Catalog		7	55	0.000202778995774	0.00424722048369	10891|3479|8038|27161|153090|9420|408	None
Rheumatoid arthritis	NHGRI GWAS Catalog		11	141	0.000208879695919	0.00424722048369	1437|79977|3394|1235|861|5588|23569|5781|6363|2113|6366	None
Pituitary Dwarfism (PD)	KEGG DISEASE	H00254	4	12	0.00021690506399	0.00426813190431	5626|2688|3479|6658	http://www.genome.jp/dbget-bin/www_bget?H00254
C-reactive protein levels	NHGRI GWAS Catalog		5	25	0.000265137715212	0.00505418769622	429|114548|1401|8600|6299	None
Kidney diseases	KEGG DISEASE		8	79	0.000304667756654	0.00546609798702	977|5310|6648|9368|64321|185|81|22897	None
Urinary system diseases	KEGG DISEASE		8	79	0.000304667756654	0.00546609798702	977|5310|6648|9368|64321|185|81|22897	None
Neural tube defects	OMIM	182940	3	5	0.000384835829459	0.006707138742	81839|6862|6347	http://omim.org/entry/182940
Optic disc area	NHGRI GWAS Catalog		4	16	0.000542683990881	0.00919547873437	5915|29775|7026|6299	None
Forced vital capacity	NHGRI GWAS Catalog		3	6	0.000568881021705	0.00937884927675	2202|654|51741	None
Other immune system diseases	KEGG DISEASE		5	31	0.000636919419432	0.0102242327856	114548|9966|100507436|6772|9051	None
Pulmonary function (interaction)	NHGRI GWAS Catalog		6	51	0.000842036049028	0.0131703074335	604|6659|7145|5915|51741|9759	None
Periodontitis (Mean PAL)	NHGRI GWAS Catalog		5	34	0.000927035371376	0.0140872814328	22943|64750|2114|10015|332	None
Systemic sclerosis	NHGRI GWAS Catalog		4	19	0.000946850063519	0.0140872814328	388|4855|6660|3394	None
@@Systemic sclerosis	KEGG DISEASE	H01492	1	17	0.298586821538	0.345612829484	1235	http://www.genome.jp/dbget-bin/www_bget?H01492
Breast cancer	NHGRI GWAS Catalog		9	120	0.00100175424549	0.0145492878512	3783|6478|595|4194|9965|59277|1746|7015|7048	None
@@Breast cancer	KEGG DISEASE	H00031	3	9	0.00142615546152	0.0181240589902	5925|595|672	http://www.genome.jp/dbget-bin/www_bget?H00031
@@Breast cancer	OMIM	114480	1	23	0.37681564181	0.411194170848	8493	http://omim.org/entry/114480
Other nervous and sensory system diseases	KEGG DISEASE		20	449	0.00104651909836	0.0148459686047	5159|2202|6513|7078|1969|718|2316|1410|2706|83394|79977|7099|4000|1545|57167|2103|4988|5133|64218|407053	None
Adiposity	NHGRI GWAS Catalog		3	8	0.00108531158947	0.0150463652176	3667|10253|9208	None
Immune response to smallpox vaccine (IL-6)	NHGRI GWAS Catalog		5	37	0.00130543169307	0.0176958518394	861|998|4052|5588|9462	None
Esophageal cancer	KEGG DISEASE	H00017	3	9	0.00142615546152	0.0181240589902	5925|355|595	http://www.genome.jp/dbget-bin/www_bget?H00017
@@Esophageal cancer	OMIM	133239	2	7	0.0124915305152	0.0699067304064	51741|7048	http://omim.org/entry/133239
@@Esophageal cancer	NHGRI GWAS Catalog		2	15	0.0425870029247	0.139803932601	861|79718	None
Molar-incisor hypomineralization	NHGRI GWAS Catalog		3	9	0.00142615546152	0.0181240589902	10891|1003|693158	None
Head and neck cancers	KEGG DISEASE		4	23	0.00176422558313	0.0219628082797	4916|4602|595|11186	None
Ulcerative colitis	NHGRI GWAS Catalog		11	187	0.00187622002844	0.022889884347	1234|3579|3394|196|9966|50616|729230|780|4855|23314|6364	None
Molybdenum levels	NHGRI GWAS Catalog		4	24	0.00202678988743	0.0237758044487	5915|23411|51741|1871	None
QRS duration	NHGRI GWAS Catalog		4	24	0.00202678988743	0.0237758044487	9421|1026|26018|22943	None
Glioma	KEGG DISEASE	H00042	3	11	0.00229198678939	0.0258909618802	5159|5925|4193	http://www.genome.jp/dbget-bin/www_bget?H00042
@@Glioma	NHGRI GWAS Catalog		1	9	0.178819774677	0.260957087447	7015	None
QT interval (interaction)	NHGRI GWAS Catalog		3	11	0.00229198678939	0.0258909618802	6098|1387|894	None
Hypothalamus and pituitary gland diseases	KEGG DISEASE		5	43	0.00238751981415	0.0264797652115	5626|2688|3479|54756|6658	None
Age-related macular degeneration	NHGRI GWAS Catalog		6	64	0.00245875491967	0.0267828660892	2736|7078|718|3490|780|4855	None
Crohn's disease	NHGRI GWAS Catalog		13	256	0.00262321456296	0.0280729979545	1235|6347|8600|93986|9966|3965|2033|5321|246778|2101|5133|4855|6364	None
@@Crohn's disease	KEGG DISEASE	H00286	1	9	0.178819774677	0.260957087447	9966	http://www.genome.jp/dbget-bin/www_bget?H00286
Menarche (age at onset)	NHGRI GWAS Catalog		10	173	0.0033372928788	0.0350991147598	55366|5295|6586|1981|4915|2494|23314|11149|23410|5122	None
Oppositional defiant disorder in attention-deficit hyperactivity disorder	NHGRI GWAS Catalog		3	14	0.00409937499691	0.0416769791353	5915|6660|8038	None
Red blood cell count	NHGRI GWAS Catalog		3	14	0.00409937499691	0.0416769791353	894|7015|4602	None
Diabetes, type 2	OMIM	125853	4	30	0.00418624734437	0.0418624734437	8660|208|3667|3569	http://omim.org/entry/125853
Cancers of soft tissues and bone	KEGG DISEASE		4	31	0.00465449416971	0.0450673245004	5925|2078|4193|2115	None
Fasting glucose-related traits (interaction with BMI)	NHGRI GWAS Catalog		4	31	0.00465449416971	0.0450673245004	3170|1112|5122|5629	None
Obesity	NHGRI GWAS Catalog		5	52	0.00505927717402	0.0482212355649	5443|5101|627|51741|5629	None
Bone mineral density (paediatric, skull)	NHGRI GWAS Catalog		3	16	0.00567496995849	0.0526254408777	55366|8792|10447	None
Heart rate	NHGRI GWAS Catalog		4	33	0.00569390016054	0.0526254408777	5274|1129|81|153090	None
Reproductive system disease	KEGG DISEASE		5	57	0.00722317132021	0.0599497945046	2332|1080|2492|3209|6658	None
Reproductive system diseases	KEGG DISEASE		5	57	0.00722317132021	0.0599497945046	2332|1080|2492|3209|6658	None
Frontotemporal lobar degeneration (FTLD)	KEGG DISEASE	H00078	2	5	0.00747774859487	0.0599497945046	2896|7415	http://www.genome.jp/dbget-bin/www_bget?H00078
Familial thoracic aortic aneurysm and dissection (TAAD)	KEGG DISEASE	H00801	2	5	0.00747774859487	0.0599497945046	59|7048	http://www.genome.jp/dbget-bin/www_bget?H00801
Avascular necrosis of femoral head	KEGG DISEASE	H01529	2	5	0.00747774859487	0.0599497945046	5054|5243	http://www.genome.jp/dbget-bin/www_bget?H01529
DNA methylation (parent-of-origin)	NHGRI GWAS Catalog		2	5	0.00747774859487	0.0599497945046	283120|100033819	None
Insomnia (caffeine-induced)	NHGRI GWAS Catalog		2	5	0.00747774859487	0.0599497945046	5029|23327	None
Migraine	NHGRI GWAS Catalog		3	18	0.00756743307681	0.0599497945046	79054|4209|7048	None
Bone mineral density (hip)	NHGRI GWAS Catalog		3	18	0.00756743307681	0.0599497945046	8792|8600|10014	None
Coffee consumption (cups per day)	NHGRI GWAS Catalog		3	18	0.00756743307681	0.0599497945046	9429|196|627	None
Lead levels in blood	NHGRI GWAS Catalog		3	18	0.00756743307681	0.0599497945046	9863|210|185	None
Celiac disease	NHGRI GWAS Catalog		7	109	0.00781991574988	0.0611557513773	1234|283120|5588|729230|2113|430|10803	None
Primary immunodeficiency	KEGG DISEASE		8	138	0.00811675264764	0.0626243576232	8517|718|6786|3718|6772|1789|4615|4792	None
Corneal structure	NHGRI GWAS Catalog		4	37	0.00821303050796	0.0626243576232	8553|2254|79718|7082	None
HIV-1 control	NHGRI GWAS Catalog		3	19	0.00863686417203	0.0631963393527	4855|780|100507436	None
Bone mineral density (spine)	NHGRI GWAS Catalog		3	19	0.00863686417203	0.0631963393527	8792|8600|10014	None
Leukemia, acute myeloid	OMIM	601626	3	20	0.00979036628831	0.0631963393527	861|1050|7015	http://omim.org/entry/601626
Immunoglobulin A	NHGRI GWAS Catalog		3	20	0.00979036628831	0.0631963393527	2147|355|59	None
Blood pressure	NHGRI GWAS Catalog		6	87	0.00983433003683	0.0631963393527	407033|133|829|5781|4856|6364	None
Thrombocytopenia (THC)	KEGG DISEASE	H00978	2	6	0.00984205285001	0.0631963393527	861|2623	http://www.genome.jp/dbget-bin/www_bget?H00978
Ewing's sarcoma	KEGG DISEASE	H00035	2	6	0.00984205285001	0.0631963393527	2078|2115	http://www.genome.jp/dbget-bin/www_bget?H00035
Congenital central hypoventilation syndrome (CCHS)	KEGG DISEASE	H00916	2	6	0.00984205285001	0.0631963393527	429|627	http://www.genome.jp/dbget-bin/www_bget?H00916
Myofibrillar myopathies (MFM)	KEGG DISEASE	H00595	2	6	0.00984205285001	0.0631963393527	1410|9531	http://www.genome.jp/dbget-bin/www_bget?H00595
Meningioma	OMIM	607174	2	6	0.00984205285001	0.0631963393527	51684|4771	http://omim.org/entry/607174
@@Meningioma	KEGG DISEASE	H01556	2	11	0.0257065709503	0.101167795353	51684|4771	http://www.genome.jp/dbget-bin/www_bget?H01556
Haddad syndrome	OMIM	209880	2	6	0.00984205285001	0.0631963393527	429|627	http://omim.org/entry/209880
Weight loss (gastric bypass surgery)	NHGRI GWAS Catalog		2	6	0.00984205285001	0.0631963393527	1112|6299	None
Nonsyndromic cleft lip with or without cleft palate	NHGRI GWAS Catalog		2	6	0.00984205285001	0.0631963393527	9423|1387	None
Body mass index in asthmatics	NHGRI GWAS Catalog		2	6	0.00984205285001	0.0631963393527	5029|5588	None
Pneumoconiosis in silica exposure	NHGRI GWAS Catalog		2	6	0.00984205285001	0.0631963393527	1272|4193	None
Endocrine and metabolic diseases	KEGG DISEASE		8	145	0.0105984931108	0.066650317501	6648|6658|5626|3479|5588|9451|2688|54756	None
Hematologic diseases	KEGG DISEASE		8	145	0.0105984931108	0.066650317501	2623|718|861|2147|5054|7015|2821|7428	None
Systemic lupus erythematosus	NHGRI GWAS Catalog		6	89	0.0108562506225	0.0672778870507	7301|6772|3918|4855|2113|200424	None
@@Systemic lupus erythematosus	KEGG DISEASE	H00080	2	14	0.0380590466979	0.129698427295	1401|5133	http://www.genome.jp/dbget-bin/www_bget?H00080
Fasting insulin-related traits (interaction with BMI)	NHGRI GWAS Catalog		3	21	0.0110291618116	0.0672778870507	3667|10253|3479	None
Type 1 diabetes and autoimmune thyroid diseases	NHGRI GWAS Catalog		3	21	0.0110291618116	0.0672778870507	4855|780|100507436	None
Triglycerides	NHGRI GWAS Catalog		6	91	0.0119511094392	0.0699067304064	1235|3667|5629|718|51129|406940	None
Chronic myeloid leukemia (CML)	KEGG DISEASE	H00004	2	7	0.0124915305152	0.0699067304064	861|5925	http://www.genome.jp/dbget-bin/www_bget?H00004
Left ventricular noncompaction (LVNC)	KEGG DISEASE	H01216	2	7	0.0124915305152	0.0699067304064	4000|6901	http://www.genome.jp/dbget-bin/www_bget?H01216
Small cell lung cancer	KEGG DISEASE	H00013	2	7	0.0124915305152	0.0699067304064	5915|5925	http://www.genome.jp/dbget-bin/www_bget?H00013
Osteosarcoma	KEGG DISEASE	H00036	2	7	0.0124915305152	0.0699067304064	5925|4193	http://www.genome.jp/dbget-bin/www_bget?H00036
Follicular lymphoma	KEGG DISEASE	H01613	2	7	0.0124915305152	0.0699067304064	1387|2033	http://www.genome.jp/dbget-bin/www_bget?H01613
@@Follicular lymphoma	NHGRI GWAS Catalog		1	11	0.21055183146	0.280429295175	2113	None
Esophageal cancer (squamous cell)	NHGRI GWAS Catalog		2	7	0.0124915305152	0.0699067304064	6480|7494	None
Metabolite levels (HVA/5-HIAA ratio)	NHGRI GWAS Catalog		2	7	0.0124915305152	0.0699067304064	1387|10131	None
Digestive system diseases	KEGG DISEASE		5	66	0.0126083092179	0.069918805663	2316|9420|50674|5310|1080	None
Visceral fat	NHGRI GWAS Catalog		4	43	0.0132026127616	0.0725548989601	7088|27122|8038|157310	None
PR interval	NHGRI GWAS Catalog		3	23	0.0137666574698	0.0749791165765	9645|604|6660	None
Glucose homeostasis traits	NHGRI GWAS Catalog		5	69	0.0148803565907	0.0764443337295	5029|604|3667|79727|238	None
Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	NHGRI GWAS Catalog		4	45	0.0152141616777	0.0764443337295	4916|2023|9759|9448	None
Response to antipsychotic treatment	NHGRI GWAS Catalog		3	24	0.0152669614556	0.0764443337295	8792|7082|6660	None
Mycosis fungoides	KEGG DISEASE	H01463	2	8	0.0154141853258	0.0764443337295	3726|355	http://www.genome.jp/dbget-bin/www_bget?H01463
46,XX disorders of sex development (Disorders of gonadal development)	KEGG DISEASE	H00598	2	8	0.0154141853258	0.0764443337295	2492|6658	http://www.genome.jp/dbget-bin/www_bget?H00598
Osteopetrosis	KEGG DISEASE	H00436	2	8	0.0154141853258	0.0764443337295	8792|8600	http://www.genome.jp/dbget-bin/www_bget?H00436
Malignant pleural mesothelioma	KEGG DISEASE	H00015	2	8	0.0154141853258	0.0764443337295	3479|4771	http://www.genome.jp/dbget-bin/www_bget?H00015
Response to TNF antagonist treatment	NHGRI GWAS Catalog		2	8	0.0154141853258	0.0764443337295	9444|253782	None
Social autistic-like traits	NHGRI GWAS Catalog		2	8	0.0154141853258	0.0764443337295	1235|574447	None
Bone mineral density (paediatric, upper limb)	NHGRI GWAS Catalog		2	8	0.0154141853258	0.0764443337295	8600|10447	None
Urate levels in obese individuals	NHGRI GWAS Catalog		4	46	0.0162883018286	0.0801279364148	9429|55366|93986|146713	None
Deafness, autosomal dominant	KEGG DISEASE	H00604	3	25	0.0168557820438	0.0803283363025	79977|2706|407053	http://www.genome.jp/dbget-bin/www_bget?H00604
Melanoma	NHGRI GWAS Catalog		3	25	0.0168557820438	0.0803283363025	9869|7015|4170	None
Lung cancer	NHGRI GWAS Catalog		3	25	0.0168557820438	0.0803283363025	6098|1401|7015	None
@@Lung cancer	OMIM	211980	1	16	0.284626682037	0.336477279152	11186	http://omim.org/entry/211980
Waist circumference	NHGRI GWAS Catalog		3	25	0.0168557820438	0.0803283363025	23314|9355|5122	None
Serum thyroid-stimulating hormone levels	NHGRI GWAS Catalog		3	26	0.0185335471971	0.0828103028361	51741|5218|4067	None
Cancers of the digestive system	KEGG DISEASE		4	48	0.0185761939282	0.0828103028361	5925|355|595|7048	None
Choriocarcinoma	KEGG DISEASE	H00028	2	9	0.0185983794894	0.0828103028361	4312|4193	http://www.genome.jp/dbget-bin/www_bget?H00028
Bladder cancer	KEGG DISEASE	H00022	2	9	0.0185983794894	0.0828103028361	5925|11186	http://www.genome.jp/dbget-bin/www_bget?H00022
@@Bladder cancer	NHGRI GWAS Catalog		2	25	0.0968707200305	0.236682635341	7015|10460	None
Salivary gland cancer	KEGG DISEASE	H01508	2	9	0.0185983794894	0.0828103028361	4916|4602	http://www.genome.jp/dbget-bin/www_bget?H01508
Male-pattern baldness	NHGRI GWAS Catalog		2	9	0.0185983794894	0.0828103028361	3170|9759	None
Age-related macular degeneration (GA)	NHGRI GWAS Catalog		2	9	0.0185983794894	0.0828103028361	6648|718	None
Food antigen IgG levels	NHGRI GWAS Catalog		2	9	0.0185983794894	0.0828103028361	1385|4855	None
Migraine without aura	NHGRI GWAS Catalog		2	9	0.0185983794894	0.0828103028361	79054|7248	None
Asthma	KEGG DISEASE	H00079	2	10	0.022032824295	0.0933334918052	929|3565	http://www.genome.jp/dbget-bin/www_bget?H00079
@@Asthma	NHGRI GWAS Catalog		2	44	0.226115338264	0.289769656179	4855|6862	None
Ovarian cancer	KEGG DISEASE	H00027	2	10	0.022032824295	0.0933334918052	208|672	http://www.genome.jp/dbget-bin/www_bget?H00027
Epstein-Barr virus immune response (EBNA-1)	NHGRI GWAS Catalog		2	10	0.022032824295	0.0933334918052	4855|10919	None
Radiation response	NHGRI GWAS Catalog		2	10	0.022032824295	0.0933334918052	2492|51741	None
Age at smoking initiation in chronic obstructive pulmonary disease	NHGRI GWAS Catalog		2	10	0.022032824295	0.0933334918052	308|9547	None
LDL peak particle diameter (total fat intake interaction)	NHGRI GWAS Catalog		2	10	0.022032824295	0.0933334918052	9429|6660	None
Metabolite levels (HVA)	NHGRI GWAS Catalog		2	10	0.022032824295	0.0933334918052	2078|9686	None
HDL cholesterol	NHGRI GWAS Catalog		7	136	0.0225019344135	0.0946633102913	10062|4633|3667|948|3918|133|51129	None
Platelet count	NHGRI GWAS Catalog		5	78	0.0232910832042	0.0973120599627	6304|4602|23410|2149|5781	None
Pancreatic cancer	NHGRI GWAS Catalog		6	107	0.0236231521926	0.0980280465134	4919|407024|2494|7494|688|7015	None
Bronchopulmonary dysplasia	NHGRI GWAS Catalog		3	29	0.0241027815906	0.0980370567723	79977|9863|6695	None
Pubertal anthropometrics	NHGRI GWAS Catalog		3	29	0.0241027815906	0.0980370567723	5443|100507436|3732	None
Neurodegenerative diseases	KEGG DISEASE		8	170	0.0241074729768	0.0980370567723	5274|2705|2896|4000|6310|7415|283|51741	None
Acute myeloid leukemia (AML)	KEGG DISEASE	H00003	2	11	0.0257065709503	0.101167795353	861|1050	http://www.genome.jp/dbget-bin/www_bget?H00003
Tonometry	NHGRI GWAS Catalog		2	11	0.0257065709503	0.101167795353	60412|7048	None
Gout	NHGRI GWAS Catalog		2	11	0.0257065709503	0.101167795353	9429|4633	None
Inflammatory bowel disease (early onset)	NHGRI GWAS Catalog		2	11	0.0257065709503	0.101167795353	246778|3976	None
Smooth-surface caries	NHGRI GWAS Catalog		3	31	0.0282623344282	0.109809070071	3579|55966|55612	None
Periodontal microbiota	NHGRI GWAS Catalog		3	31	0.0282623344282	0.109809070071	860|153090|115426	None
Premature ovarian failure	KEGG DISEASE	H00627	2	12	0.0296090016438	0.110983332845	2332|2492	http://www.genome.jp/dbget-bin/www_bget?H00627
Hypertension, essential	OMIM	145500	2	12	0.0296090016438	0.110983332845	1577|185	http://omim.org/entry/145500
Chronic hepatitis B infection	NHGRI GWAS Catalog		2	12	0.0296090016438	0.110983332845	4855|10919	None
Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 3 peripheral neuropathy)	NHGRI GWAS Catalog		2	12	0.0296090016438	0.110983332845	2492|26018	None
Axial length	NHGRI GWAS Catalog		4	56	0.0296562020554	0.110983332845	27165|55290|51561|8914	None
Bone mineral density	NHGRI GWAS Catalog		5	85	0.031608419275	0.117567900962	55366|8600|8792|6659|6299	None
Pulmonary function	NHGRI GWAS Catalog		4	58	0.0329218718733	0.121030533548	5915|7145|51741|9759	None
Bone mineral density (paediatric, total body less head)	NHGRI GWAS Catalog		2	13	0.0337298208249	0.121030533548	8600|10447	None
Blood trace element (Se levels)	NHGRI GWAS Catalog		2	13	0.0337298208249	0.121030533548	9021|332	None
Esophageal squamous cell carcinoma	NHGRI GWAS Catalog		2	13	0.0337298208249	0.121030533548	861|7494	None
Hematological parameters	NHGRI GWAS Catalog		2	13	0.0337298208249	0.121030533548	4602|5781	None
Schizophrenia	NHGRI GWAS Catalog		15	440	0.0352073176501	0.12559335536	50855|7088|387893|80204|406925|406890|6720|2033|8452|5045|8829|84833|4855|23314|83719	None
Inherited thrombophilia	KEGG DISEASE	H00223	2	14	0.0380590466979	0.129698427295	2147|5054	http://www.genome.jp/dbget-bin/www_bget?H00223
Gastrointestinal diseases	KEGG DISEASE		2	14	0.0380590466979	0.129698427295	2316|50674	None
AIDS, resistance to	OMIM	609423	2	14	0.0380590466979	0.129698427295	6348|6347	http://omim.org/entry/609423
Ischemic stroke	NHGRI GWAS Catalog		2	14	0.0380590466979	0.129698427295	366|54206	None
Idiopathic membranous nephropathy	NHGRI GWAS Catalog		2	14	0.0380590466979	0.129698427295	3694|10919	None
Atrial fibrillation	NHGRI GWAS Catalog		2	14	0.0380590466979	0.129698427295	4878|5396	None
@@Atrial fibrillation	KEGG DISEASE	H00731	1	8	0.162479215742	0.252194202551	4878	http://www.genome.jp/dbget-bin/www_bget?H00731
Mammographic density (dense area)	NHGRI GWAS Catalog		2	14	0.0380590466979	0.129698427295	9863|3479	None
Cardiac diseases	KEGG DISEASE		5	90	0.0385553877586	0.130659925182	4000|4633|4878|6901|2627	None
Macular degeneration	KEGG DISEASE	H00821	2	15	0.0425870029247	0.139803932601	718|7099	http://www.genome.jp/dbget-bin/www_bget?H00821
Noonan syndrome	KEGG DISEASE	H00523	2	15	0.0425870029247	0.139803932601	5781|4771	http://www.genome.jp/dbget-bin/www_bget?H00523
Immune response to measles-mumps-rubella vaccine	NHGRI GWAS Catalog		2	15	0.0425870029247	0.139803932601	7026|2043	None
Obesity (extreme)	NHGRI GWAS Catalog		2	15	0.0425870029247	0.139803932601	5915|57142	None
Self-reported allergy	NHGRI GWAS Catalog		3	37	0.0428579268793	0.139803932601	604|2113|100507436	None
Zinc levels	NHGRI GWAS Catalog		3	37	0.0428579268793	0.139803932601	868|79778|5321	None
Obesity-related traits	NHGRI GWAS Catalog		21	696	0.0443468544892	0.143891389566	57144|2203|894|6198|6286|7077|11167|355|7249|7099|1871|4855|23531|1387|50855|9462|9863|2113|4602|57620|729230	None
Response to angiotensin II receptor blocker therapy	NHGRI GWAS Catalog		2	16	0.0473043105307	0.151871733809	2526|5396	None
Eating disorders (purging via substances)	NHGRI GWAS Catalog		2	16	0.0473043105307	0.151871733809	4691|6364	None
Fibrinogen	NHGRI GWAS Catalog		3	39	0.0484125044389	0.154467427898	114548|3569|9368	None
Amyotrophic lateral sclerosis (sporadic)	NHGRI GWAS Catalog		7	162	0.0486192559943	0.154467427898	23327|4916|8821|2078|11343|79054|2254	None
